X,Y,OBJECTID,NoticeNum,DateNotice,DateCancel,DateAbate,NT,OWNER_ABBR,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1413182.73008047,591539.961528555,732676,812386A,2012/02/27 07:19:00+00,,,Vacant,HABC,G,9,FRANKLIN SQUARE                          ,0180 020,121 N MOUNT ST
1413184.04372613,591511.552136555,732678,1079204A,2014/04/24 14:16:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0180 022,117 N MOUNT ST
1413676.10179713,591560.768901646,732722,2248259A,2023/05/25 10:25:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0181 012,1523 W LEXINGTON ST
1413595.18037106,591510.578385234,732730,1793549A,2019/05/20 12:52:00+00,,,Vacant,HABC,F,9,FRANKLIN SQUARE                          ,0181 020,109 N GILMOR ST
1415507.06565489,591442.407261729,732799,1846554A,2020/04/02 12:29:00+00,,,Vacant,,G,9,POPPLETON                                ,0185 028,1054 W FAYETTE ST
1415382.31623247,591427.159588814,732806,1846414A,2019/09/28 13:49:00+00,,,Vacant,,G,9,POPPLETON                                ,0185 035,1068 W FAYETTE ST
1416359.19584039,591527.269952893,732943,1004421A,2013/08/01 09:00:00+00,,,Vacant,,Subsidized Rental Market,9,POPPLETON                                ,0187 002,104 N POPPLETON ST
1416484.02531514,591533.062592223,732994,1766072A,2019/02/27 14:36:00+00,,,Vacant,,Subsidized Rental Market,9,POPPLETON                                ,0188 091,103 N POPPLETON ST
1416482.84946448,591577.978512898,732997,1869879A,2020/01/02 17:10:00+00,,,Vacant,,Subsidized Rental Market,9,POPPLETON                                ,0188 094,109 N POPPLETON ST
1416476.61588113,591676.517357811,732999,2200339A,2023/01/23 09:58:00+00,,,Vacant,,Subsidized Rental Market,9,POPPLETON                                ,0188 099,119 N POPPLETON ST
1410653.55830155,590756.073660642,733000,436435A,2009/06/09 13:37:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 001,1 N BENTALOU ST
1410653.11079589,590770.429931149,733001,383597A,2008/12/18 16:17:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 002,3 N BENTALOU ST
1410652.48514096,590783.807857141,733002,680878A,2011/03/08 10:51:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 003,5 N BENTALOU ST
1410651.85489289,590796.942345306,733003,1501857A,2017/02/13 08:21:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 004,7 N BENTALOU ST
1410651.23514347,590810.182804391,733004,2233169A,2023/05/03 16:07:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 005,9 N BENTALOU ST
1410649.94479172,590837.488195971,733006,1054355A,2014/02/28 16:17:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 007,13 N BENTALOU ST
1410649.30995047,590850.80050531,733007,418551A,2009/03/30 16:18:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 008,15 N BENTALOU ST
1410648.03567481,590877.614756137,733009,1796262A,2019/05/24 16:40:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 010,19 N BENTALOU ST
1410646.13475998,590917.892562732,733012,154770A,2006/08/24 17:40:00+00,,,Vacant,MCC,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 013,25 N BENTALOU ST
1410645.51107356,590931.293126479,733013,2130842A,2022/07/01 23:28:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 014,27 N BENTALOU ST
1410643.60622172,590971.525001392,733016,941737A,2013/03/18 17:06:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 017,33 N BENTALOU ST
1410642.97892639,590984.764804304,733017,99126A,2005/11/22 15:39:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 018,35 N BENTALOU ST
1410608.94421755,591062.568454474,733020,1740285A,2018/10/31 11:39:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 023,2247 W FAYETTE ST
1410758.32777706,591069.512994394,733031,1476077A,2016/12/30 14:38:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 034,2225 W FAYETTE ST
1410799.36739314,591071.402426317,733034,1643185A,2018/02/25 13:47:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 037,2219 W FAYETTE ST
1410907.75989288,591076.404712901,733042,1933459A,2020/09/04 13:23:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 045,2203 W FAYETTE ST
1410922.72344564,591077.183254644,733043,1735369A,2018/10/17 17:00:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 046,2201 W FAYETTE ST
1410724.42069264,590705.356898561,733046,2229829A,2023/04/14 12:00:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 055,2230 W BALTIMORE ST
1410625.75455138,590699.222396389,733053,2321402A,2023/11/15 16:23:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0189 062,2244 W BALTIMORE ST
1411214.82325514,590748.212783977,733058,259564A,2007/10/29 16:04:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 005,2112 W BALTIMORE ST
1411144.84242398,590743.988711059,733063,584148A,2010/06/09 11:53:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 010,2122 W BALTIMORE ST
1411130.92775364,590743.135694399,733064,624685A,2010/09/08 10:32:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 011,2124 W BALTIMORE ST
1411089.23459555,590740.630121976,733067,2233405A,2023/04/24 15:40:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 014,2130 W BALTIMORE ST
1411061.25761738,590738.939836636,733069,2081958A,2022/02/23 10:57:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 016,2134 W BALTIMORE ST
1411045.72812089,590832.899950564,733075,757805A,2011/09/02 11:49:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 022,5 N SMALLWOOD ST
1411044.45023631,590859.822468892,733077,2243462A,2023/05/15 12:59:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 024,9 N SMALLWOOD ST
1411040.93547955,590940.552294314,733080,2097656A,2022/04/14 16:21:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 027,19 N SMALLWOOD ST
1411040.86789438,590955.630020067,733081,2097599A,2022/04/14 16:39:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 028,21 N SMALLWOOD ST
1411040.15529738,590970.462339476,733082,763267A,2011/09/21 13:00:00+00,,,Vacant,MCC,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 029,23 N SMALLWOOD ST
1411046.5427518,591081.305621728,733089,2232420A,2023/04/21 11:31:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 037,2139 W FAYETTE ST
1411060.94200122,591081.97491172,733090,2232414A,2023/04/20 15:48:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 038,2137 W FAYETTE ST
1411147.09996539,591085.962108478,733096,1088300A,2014/05/23 11:09:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 044,2125 W FAYETTE ST
1411189.99029955,591087.941107139,733099,788062A,2011/12/11 11:26:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 047,2119 W FAYETTE ST
1411204.3121213,591088.604163557,733100,2081981A,2022/02/23 11:23:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 048,2117 W FAYETTE ST
1411247.25494881,591090.583818391,733103,2232426A,2023/04/21 16:09:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 051,2111 W FAYETTE ST
1411261.65485439,591091.259013891,733104,1856297A,2019/10/30 13:58:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 052,2109 W FAYETTE ST
1411290.25256622,591092.568722561,733106,1530659A,2017/05/06 22:24:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 054,2105 W FAYETTE ST
1411319.15375514,591093.925019056,733108,761988A,2011/09/14 12:37:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 056,2101 W FAYETTE ST
1411290.41299897,591039.848027483,733109,2204395A,2023/02/27 11:28:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 057,32 N PULASKI ST
1411292.30833639,590998.984920233,733112,1188579A,2015/01/09 12:18:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 060,26 N PULASKI ST
1411290.79390372,590900.052703395,733116,1296188A,2016/05/17 15:57:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 064,18 N PULASKI ST
1411150.95428839,590852.047550067,733128,361631A,2008/10/09 14:07:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 076,2123 W FAIRMOUNT AVE
1411111.90023264,590849.697489142,733131,2079829A,2022/02/14 09:53:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 079,2129 W FAIRMOUNT AVE
1411099.0170563,590848.128594637,733132,1796295A,2019/05/24 16:45:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 080,2131 W FAIRMOUNT AVE
1411107.61808898,590972.080774561,733134,398244A,2008/12/23 16:09:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 082,2130 W FAIRMOUNT AVE
1411120.51799755,590972.905576065,733135,699728A,2011/05/04 16:58:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 083,2128 W FAIRMOUNT AVE
1411133.5524203,590973.784839392,733136,2232410A,2023/04/20 15:46:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 084,2126 W FAIRMOUNT AVE
1411146.58257797,590974.605047733,733137,926535A,2013/01/28 10:41:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 085,2124 W FAIRMOUNT AVE
1411159.76726289,590975.470531553,733138,1964797A,2021/10/26 15:26:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 086,2122 W FAIRMOUNT AVE
1411172.57235539,590976.289755642,733139,2232409A,2023/04/20 15:46:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 087,2120 W FAIRMOUNT AVE
1411185.85677764,590977.164753899,733140,1890550A,2020/03/23 15:36:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 088,2118 W FAIRMOUNT AVE
1411224.71726422,590979.684105814,733143,668680A,2011/02/07 12:37:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0190 091,2112 W FAIRMOUNT AVE
1412045.39114781,590810.422961399,733155,709146A,2011/05/13 16:05:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 008,1924 W BALTIMORE ST
1412174.14023414,590808.330117807,733163,2276014A,2023/08/15 14:35:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 017,1906 W BALTIMORE ST
1412179.14908239,590891.417878151,733168,2066661A,2021/12/15 11:52:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 022,4 N MONROE ST
1412206.44364722,591133.967917979,733180,1947812A,2020/10/21 14:33:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 034,1901 W FAYETTE ST
1412191.17333655,591133.274349809,733181,941036A,2013/03/16 20:44:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 035,1903 W FAYETTE ST
1412177.30328555,591132.6368839,733182,1890045A,2020/04/06 16:14:00+00,,,Vacant,MCC,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 036,1905 W FAYETTE ST
1412164.3850043,591132.045021564,733183,1890046A,2020/04/06 16:15:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 037,1907 W FAYETTE ST
1412150.9873933,591131.429865316,733184,350376A,2008/08/14 15:11:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 038,1909 W FAYETTE ST
1412070.52036263,591127.714977726,733190,2309277A,2023/11/16 13:50:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 044,1921 W FAYETTE ST
1412001.85219289,591124.55061397,733195,945628A,2013/04/12 14:01:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 049,1931 W FAYETTE ST
1411974.00251105,591123.254028648,733197,2261147A,2023/06/26 10:44:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 051,1935 W FAYETTE ST
1411960.42215763,591122.634607315,733198,2232407A,2023/04/20 12:41:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 052,1937 W FAYETTE ST
1411933.12988938,591121.385594055,733200,2100786A,2022/04/26 21:19:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 054,1941 W FAYETTE ST
1411919.50721322,591120.743863061,733201,2232413A,2023/04/21 11:30:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 055,1943 W FAYETTE ST
1411972.07108447,591032.191546723,733224,1995764A,2021/05/16 20:05:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 078,1924 W FAIRMOUNT AVE
1412060.68114348,591036.731891975,733231,1508684A,2017/03/10 16:48:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 085,1910 W FAIRMOUNT AVE
1412099.22601388,591038.709250227,733234,1458413A,2016/10/21 17:48:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 088,1904 W FAIRMOUNT AVE
1412097.01670071,590931.06018731,733238,1328367A,2015/12/08 09:34:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 092,1903 W FAIRMOUNT AVE
1412031.59065047,590926.960129887,733243,2100783A,2022/04/25 19:33:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 097,1913 W FAIRMOUNT AVE
1412005.2868973,590925.312823474,733245,1317364A,2015/12/15 10:11:00+00,,,Vacant,,J,9,PENROSE/FAYETTE STREET OUTREACH          ,0192 099,1917 W FAIRMOUNT AVE
1412512.14283897,591148.084359556,733256,2277806A,2023/07/28 12:09:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 014,1819 W FAYETTE ST
1412498.01097748,591147.425240144,733257,2163472A,2022/09/21 09:56:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 015,1821 W FAYETTE ST
1412427.67220739,591144.190010399,733262,132554A,2006/05/04 18:06:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 020,1831 W FAYETTE ST
1412371.53025931,591141.59979248,733266,1199780A,2015/03/27 15:44:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 024,1839 W FAYETTE ST
1412343.48274322,591140.314361975,733268,2117868A,2023/05/12 15:15:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 026,1843 W FAYETTE ST
1412329.60678673,591139.658523396,733269,1225985A,2015/05/01 15:36:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 027,1845 W FAYETTE ST
1412315.18686806,591139.003012896,733270,365392A,2008/09/30 16:37:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 028,1847 W FAYETTE ST
1412322.50214213,591018.81263648,733278,355381A,2008/09/04 10:35:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 036,13 N MONROE ST
1412329.85809855,590930.530660808,733282,1824714A,2019/08/13 14:38:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 040,5 N MONROE ST
1412451.98416664,590832.925869137,733293,376071A,2008/11/07 15:27:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 053,1830 W BALTIMORE ST
1412541.69494522,590838.446855471,733299,2318731A,2023/11/03 13:19:00+00,,,Vacant,HABC,J,9,FRANKLIN SQUARE                          ,0193 059,1818 W BALTIMORE ST
1412537.13327456,590951.084753558,733309,339678A,2008/07/15 11:13:00+00,,,Vacant,MCC,J,9,FRANKLIN SQUARE                          ,0193 069,1817 W FAIRMOUNT AVE
1412524.38067539,590950.295713142,733310,598951A,2010/08/04 14:51:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 070,1819 W FAIRMOUNT AVE
1412511.65924414,590949.511265889,733311,280966A,2007/12/31 13:37:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 071,1821 W FAIRMOUNT AVE
1412485.76001772,590947.873145804,733313,2233798A,2023/05/02 09:57:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 073,1825 W FAIRMOUNT AVE
1412433.33000447,590944.5978899,733317,1613069A,2017/12/04 12:38:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 077,1833 W FAIRMOUNT AVE
1412420.89498997,590943.823613226,733318,280973A,2008/01/02 08:01:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 078,1835 W FAIRMOUNT AVE
1412426.40482147,591056.39228572,733326,93906A,2005/12/13 08:34:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 086,1832 W FAIRMOUNT AVE
1412453.16690706,591057.840773642,733328,2317901A,2023/11/02 16:38:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 088,1828 W FAIRMOUNT AVE
1412466.00119898,591058.535982221,733329,2317902A,2023/11/02 16:36:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 089,1826 W FAIRMOUNT AVE
1412479.00478189,591059.241689473,733330,1891704A,2020/04/01 10:42:00+00,,,Vacant,HABC,J,9,FRANKLIN SQUARE                          ,0193 090,1824 W FAIRMOUNT AVE
1412491.97785306,591059.942147389,733331,743205A,2011/08/03 11:02:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 091,1822 W FAIRMOUNT AVE
1412504.84724988,591060.638668314,733332,125823A,2006/03/23 12:04:00+00,,,Vacant,,J,9,FRANKLIN SQUARE                          ,0193 092,1820 W FAIRMOUNT AVE
1413097.9008538,591158.89897047,733335,1047190A,2013/12/31 14:29:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0194 001,1701 W FAYETTE ST
1413042.14965297,591157.003961146,733338,663286A,2011/01/21 12:20:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0194 004,1707 W FAYETTE ST
1413030.1726428,591155.04333514,733339,1146835A,2014/09/23 12:40:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0194 005,1709 W FAYETTE ST
1412971.49264206,591153.747077897,733342,1472506A,2017/01/23 15:56:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0194 009,1719 W FAYETTE ST
1412969.27414255,590836.044629306,733360,261622A,2007/11/14 15:22:00+00,,,Vacant,MCC,G,9,FRANKLIN SQUARE                          ,0194 029,1724 W BALTIMORE ST
1412981.62844856,590837.122383058,733361,1068824A,2014/04/03 14:44:00+00,,,Vacant,HABC,G,9,FRANKLIN SQUARE                          ,0194 030,1722 W BALTIMORE ST
1413108.52189556,590845.056750387,733371,268324A,2007/11/29 08:18:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0194 040,1700 W BALTIMORE ST
1413062.28773606,591023.034084722,733382,771928A,2011/10/12 11:18:00+00,,,Vacant,MCC,G,9,FRANKLIN SQUARE                          ,0194 052,24 N MOUNT ST
1413060.7749438,591054.807971314,733384,2070864A,2022/02/13 21:56:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0194 054,28 N MOUNT ST
1412982.14878872,590957.5309349,733397,1767184A,2019/03/05 13:35:00+00,,,Vacant,MCC,G,9,FRANKLIN SQUARE                          ,0194 067,19 N BRUCE ST
1412982.69734405,590946.225511312,733398,1380865A,2016/04/22 16:28:00+00,,,Vacant,MCC,G,9,FRANKLIN SQUARE                          ,0194 068,17 N BRUCE ST
1412983.27017756,590934.405324981,733399,243751A,2007/09/13 17:35:00+00,,,Vacant,MCC,G,9,FRANKLIN SQUARE                          ,0194 069,15 N BRUCE ST
1413333.57623547,590879.45497556,733454,286549A,2008/01/31 14:09:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0195 044,1622 W BALTIMORE ST
1413469.41257797,590973.640154645,733466,1948208A,2020/10/27 15:14:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0195 056,8 N GILMOR ST
1413467.53462897,591016.30050239,733469,1836743A,2019/09/02 22:27:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0195 059,14 N GILMOR ST
1413465.69637805,591058.060261399,733472,632595A,2010/09/29 16:21:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0195 062,20 N GILMOR ST
1413465.06842655,591072.380114645,733473,639567A,2010/11/10 15:25:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0195 063,22 N GILMOR ST
1413464.45228605,591086.379758567,733474,1815296A,2019/07/23 14:38:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0195 064,24 N GILMOR ST
1413607.6852673,591116.345577896,733501,1896243A,2020/05/07 13:06:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 020,21 N GILMOR ST
1413605.53041597,590995.96196039,733506,2232402A,2023/04/20 12:38:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 025,11 N GILMOR ST
1413606.19019155,590981.345191732,733507,1750362A,2018/12/16 19:10:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 026,9 N GILMOR ST
1413806.58874089,590894.307308063,733516,1189208A,2015/01/16 10:07:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 041,1512 W BALTIMORE ST
1413822.89841956,590895.646544233,733517,1015656A,2013/09/04 07:43:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 042,1510 W BALTIMORE ST
1413838.86721964,590897.511369899,733518,2181745A,2022/11/10 16:35:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 043,1508 W BALTIMORE ST
1413857.85897955,590898.680658892,733519,2181744A,2022/11/10 16:34:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 044,1506 W BALTIMORE ST
1413907.69811872,590913.779710054,733522,130241A,2006/04/25 11:11:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 046,1500 W BALTIMORE ST
1413716.1988298,590980.292044222,733544,2167225A,2022/09/22 13:57:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 073,1523 W FAIRMOUNT AVE
1413703.22050931,590979.643095389,733545,2034529A,2021/08/31 14:40:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 074,1525 W FAIRMOUNT AVE
1413666.77405989,590978.082402974,733548,2241766A,2023/05/11 13:31:00+00,,,Vacant,,G,9,FRANKLIN SQUARE                          ,0196 077,1531 W FAIRMOUNT AVE
1414289.74427064,591202.536350399,733551,1705021A,2018/08/03 16:40:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 001,1401 W FAYETTE ST
1414180.5601058,591197.940230981,733556,1254086A,2015/10/23 16:20:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 006,1411 W FAYETTE ST
1414159.37281223,591197.040626481,733557,1400547A,2016/06/08 15:01:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 007,1413 W FAYETTE ST
1414019.16607164,591205.007145971,733563,2231797A,2023/04/18 10:25:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 013,1425 W FAYETTE ST
1414020.50038655,591087.688154891,733568,551768A,2010/04/06 10:42:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 019,17 N STRICKER ST
1414053.82774772,591071.489368394,733569,1316126A,2015/11/18 09:24:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 020,15 N STRICKER ST
1414016.11522472,590918.610080972,733573,2059227A,2021/12/10 10:46:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 024,1434 W BALTIMORE ST
1414049.59022339,590920.635011315,733575,2101448A,2022/04/29 11:43:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 026,1430 W BALTIMORE ST
1414098.51007305,590923.621881977,733576,2231800A,2023/04/18 12:23:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 029,1420 W BALTIMORE ST
1414171.52961205,590926.435524642,733577,2231809A,2023/04/18 12:24:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 030,1416 W BALTIMORE ST
1414208.38846222,590928.297397554,733579,1616913A,2017/12/13 09:03:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 033,1412 W BALTIMORE ST
1414240.88839722,590929.940110818,733581,2202062A,2023/01/27 12:22:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 035,1408 W BALTIMORE ST
1414259.17641839,590930.85579139,733582,1189655A,2015/01/14 13:52:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0197 036,1406 W BALTIMORE ST
1414583.56651764,590949.86198698,733637,1795317A,2019/05/30 12:04:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0198 024,1310 W BALTIMORE ST
1414660.29274213,591157.290705979,733644,2264618A,2023/07/11 12:14:00+00,,,Vacant,,F,9,FRANKLIN SQUARE                          ,0198 032,22 N CAREY ST
1414862.17061922,590946.513240397,733646,1432930A,2016/08/16 14:27:00+00,,,Vacant,,I,9,POPPLETON                                ,0199 001,1220 W BALTIMORE ST
1415200.28641281,591022.359217316,733720,1723155A,2019/01/08 23:20:00+00,,,Vacant,,G,9,POPPLETON                                ,0200 061,1126 W BALTIMORE ST
1415378.22536139,591002.817917809,733725,1897792A,2020/05/15 16:04:00+00,,,Vacant,,G,9,POPPLETON                                ,0200 067,1104 W BALTIMORE ST
1415417.71183097,590994.814981058,733727,2188840A,2022/12/11 13:14:00+00,,,Vacant,,G,9,POPPLETON                                ,0200 069,1100 W BALTIMORE ST
1415458.11496539,591097.287545145,733769,1100947A,2014/06/13 15:48:00+00,,,Vacant,,G,9,POPPLETON                                ,0200 144,11 N CARLTON ST
1415457.3036153,591110.640864894,733770,1101162A,2014/06/13 16:16:00+00,,,Vacant,,G,9,POPPLETON                                ,0200 145,13 N CARLTON ST
1410453.29656297,590562.743338645,733817,1450613A,2016/09/27 12:49:00+00,,,Vacant,,J,9,BOYD-BOOTH                               ,0204 002,2271 W BALTIMORE ST
1410481.77485247,590552.356876478,733819,926577A,2013/01/25 16:09:00+00,,,Vacant,MCC,J,9,BOYD-BOOTH                               ,0204 004,2267 W BALTIMORE ST
1410551.19597347,590555.159364313,733824,881826A,2012/08/29 10:08:00+00,,,Vacant,,J,9,BOYD-BOOTH                               ,0204 009,2257 W BALTIMORE ST
